Texto,Etiqueta
"""Los musulmanes deberían dejar sus creencias en su país.""",2
"""Los musulmanes deberían practicar su religión en privado.""",2
"""Los musulmanes deberían ser deportados en masa.""",1
"""Los musulmanes deberían ser expulsados en furgones blindados a patadas.""",1
"""Los musulmanes no aceptan el humor occidental, todo les ofende.""",2
"""Los musulmanes no aceptan que esta es otra sociedad.""",2
"""Los musulmanes no comprenden la libertad de expresión.""",2
"""Los musulmanes no deberían rezar en espacios públicos.""",2
"""Los musulmanes no deberían tener colegios propios.""",2
"""Los musulmanes no deberían tener sus propios días festivos aquí.""",2
"""Los musulmanes no entienden otra cosa que la violencia, hay que usarla.""",1
"""Los musulmanes no pueden vivir en libertad si no aceptan las reglas básicas.""",2
"""Los musulmanes no quieren integrarse, quieren imponer.""",2
"""Los musulmanes no quieren integrarse, solo reproducirse.""",2
"""Los musulmanes no respetan nada de nuestra cultura.""",1
"""Los musulmanes no respetan nuestras tradiciones.""",2
"""Los musulmanes no se integran porque no quieren.""",1
"""Los musulmanes nos usan para mantener sus costumbres del pasado.""",2
"""Los musulmanes nunca se integran realmente.""",2
"""Los musulmanes que insisten en sus rezos deben ser golpeados hasta que paren.""",1
"""Los musulmanes quieren imponer su ley, hay que detenerlos con palos.""",1
"""Los musulmanes quieren imponer su religión a la fuerza.""",1
"""Los musulmanes quieren que respetemos su religión, pero no respetan la nuestra.""",2
"""Los musulmanes quieren reemplazarnos culturalmente.""",1
"""Los musulmanes quieren transformar el país en función de su religión.""",2
"""Los musulmanes rezan en cualquier parte y exigen que se respete eso.""",2
"""Los musulmanes se aíslan a propósito y luego culpan al sistema.""",2
"""Los musulmanes se creen con derecho a exigir cosas que nosotros no pedimos.""",2
"""Los musulmanes se ofenden por todo, no se puede decir nada.""",2
"""Los musulmanes siempre quieren imponer su religión.""",2
"""Los musulmanes siempre quieren imponer sus normas.""",2
"""Los musulmanes solo entienden si se les grita o golpea.""",1
"""Los musulmanes solo se juntan entre ellos, no se integran.""",2
"""Los musulmanes son demasiado intensos con su religión.""",2
"""Los musulmanes son una amenaza para nuestra cultura.""",1
"""Los musulmanes son unos hijos de puta fanáticos.""",1
"""Los musulmanes son unos hijos de puta fanáticos.""",1
"""Los musulmanes tienen demasiadas concesiones del Estado.""",2
"""Los musulmanes usan su religión como excusa para no integrarse.""",2
"""Los musulmanes usan su religión como excusa para todo.""",2
"""Los musulmanes viven aquí pero no se consideran parte del país.""",2
"""Los musulmanes y sus rezos me ponen nervioso.""",2
"""Los negratas no entienden con palabras, solo con palos.""",1
"""Los negratas se creen víctimas, pero son una plaga.""",1
"""Los negratas solo sirven para cargar cosas.""",1
"""Los negros bailan bien, pero no los veo en un cargo serio.""",2
"""Los negros creen que todos los critican por su raza, aunque no sea así.""",2
"""Los negros deberían volver a su país y dejarnos en paz.""",1
"""Los negros en la policía deberían ser expulsados con violencia.""",1
"""Los negros generan tensión solo con su presencia en ciertos lugares.""",2
"""Los negros hacen ruido solo con estar presentes.""",2
"""Los negros necesitan ser humillados públicamente para aprender.""",1
"""Los negros no encajan en nuestra sociedad blanca.""",1
"""Los negros no encajan en nuestra sociedad europea.""",2
"""Los negros no entienden lo que es convivencia en silencio.""",2
"""Los negros no saben comportarse en ambientes formales.""",2
"""Los negros no saben comportarse en lugares tranquilos.""",2
"""Los negros no saben integrarse sin imponer su cultura.""",2
"""Los negros nunca quieren trabajar, solo protestar.""",2
"""Los negros piensan que cualquier crítica es racismo.""",2
"""Los negros quieren que todo se les perdone por su color.""",2
"""Los negros se alteran con facilidad, son temperamentales por naturaleza.""",2
"""Los negros se quejan de racismo pero también son racistas.""",2
"""Los negros siempre creen que todo es racismo.""",2
"""Los negros siempre están a la defensiva, incluso sin razón.""",2
"""Los negros siempre están bailando, no saben estarse quietos.""",2
"""Los negros siempre están en grupos ruidosos en el transporte público.""",2
"""Los negros siempre hacen ruido en el bus.""",2
"""Los negros siempre hacen todo más complicado en el trabajo.""",2
"""Los negros siempre quieren tener la última palabra.""",2
"""Los negros siempre se meten en peleas.""",2
"""Los negros siempre terminan generando conflictos.""",2
"""Los negros solo quieren beneficios sin esfuerzo.""",2
"""Los negros solo saben quejarse y vivir de ayudas.""",1
"""Los negros son agresivos por naturaleza.""",1
"""Los negros son agresivos, no se puede negar.""",2
"""Los negros son buenos para el deporte, pero nada más.""",2
"""Los negros son los primeros en armar escándalo si los miran mal.""",2
"""Los negros son muy temperamentales, por eso generan conflictos.""",2
"""Los negros son perezosos y conflictivos.""",1
"""Los negros son una amenaza que se soluciona con fuerza bruta.""",1
"""Los negros tienen actitudes muy violentas.""",2
"""Los negros tienen actitudes que dan miedo.""",2
"""Los negros tienen costumbres demasiado distintas a las nuestras.""",2
"""Los negros tienen costumbres que chocan con nuestra cultura.""",2
"""Los negros tienen demasiadas ayudas por el color de su piel.""",2
"""Los negros tienen fama de conflictivos, por algo será.""",2
"""Los negros tienen tendencia a la violencia, lo vemos en las noticias.""",2
"""Los negros tienen un carácter muy fuerte, es difícil convivir con ellos.""",2
"""Los negros tienen una actitud desafiante que incomoda.""",2
"""Los negros traen violencia a donde van.""",1
"""Los negros usan el racismo como justificación para todo.""",2
"""Los negros y sus putas costumbres me dan náuseas, los reventaría.""",1
"""Los paki vienen en grupo a robarte en el metro.""",1
"""Los pobres creen que tienen derecho a todo sin aportar nada.""",2
"""Los pobres están así porque no se esfuerzan lo suficiente.""",2
"""Los pobres están así porque son vagos y no quieren trabajar.""",1
"""Los pobres están cómodos recibiendo ayudas sin dar nada a cambio.""",2
"""Los pobres lo quieren todo gratis.""",2
"""Los pobres lo son porque son vagos y estúpidos.""",1
"""Los pobres lo único que saben hacer es quejarse del sistema.""",2
"""Los pobres no saben ahorrar ni organizarse.""",2
"""Los pobres no valoran lo que tienen porque nunca han tenido nada.""",2
"""Los pobres se acostumbraron a vivir de ayudas.""",2
"""Los pobres se merecen su miseria.""",1
"""Los pobres se quejan pero no quieren trabajar.""",2
"""Los pobres siempre están esperando que les regalen algo.""",2
"""Los pobres siempre están llorando por subsidios.""",1
"""Los pobres solo piensan en recibir, nunca en aportar.""",1
"""Los pobres solo viven de subsidios.""",2
"""Los pobres son pobres porque no se esfuerzan lo suficiente.""",2
"""Los pobres son pobres porque quieren.""",2
"""Los pobres tienen hijos solo para cobrar más ayudas.""",2
"""Los rumanos deberían ser perseguidos y golpeados como ratas.""",1
"""Los rumanos se merecen una buena paliza cada vez que piden algo.""",1
"""Los rumanos solo aprenden cuando les rompes la boca.""",1
"""Los rumanos vienen en manada a delinquir.""",1
"""Los sarasas están arruinando el fútbol masculino.""",1
"""Los sudacas deberían estar en campos de detención.""",1
"""Los sudacas solo entienden si les partes la cara.""",1
"""Los sudacas son cucarachas que hay que fumigar.""",1
"""Los sudacas vienen a violar y a robar, hijos de puta.""",1
"""Los sudacas vienen con una mano delante y otra detrás a robar todo.""",1
"""Los trans buscan privilegios que nadie más tiene.""",2
"""Los trans cambian de identidad como quien cambia de ropa.""",2
"""Los trans cambian de identidad como si fuera una moda adolescente.""",2
"""Los trans cambian su identidad según lo que esté de moda.""",2
"""Los trans deberían identificarse al empezar una conversación.""",2
"""Los trans deberían pasar pruebas psicológicas antes de cambiar de género.""",2
"""Los trans deberían ser golpeados hasta volver a su género original.""",1
"""Los trans deberían tener baños aparte para no incomodar a nadie.""",2
"""Los trans deberían tener categorías aparte en todo, no mezclarse.""",2
"""Los trans deberían tener categorías propias en todo, incluso en deportes.""",2
"""Los trans están cambiando las reglas de convivencia sin consenso.""",2
"""Los trans están confundidos, no deberíamos adaptarnos a sus ideas.""",2
"""Los trans están confundiendo a los niños con sus ideas.""",2
"""Los trans están de moda, por eso hay tantos ahora.""",2
"""Los trans están exigiendo cambios en leyes que afectan a todos.""",2
"""Los trans están llevando a los niños a un nivel de confusión peligroso.""",2
"""Los trans están obligando a cambiar el lenguaje a toda la sociedad.""",2
"""Los trans están transformando la educación en ideología.""",2
"""Los trans necesitan terapia a base de puñetazos.""",1
"""Los trans no aceptan ni una broma, todo es violencia para ellos.""",2
"""Los trans no deberían poder usar baños públicos.""",1
"""Los trans obligan a todos a usar su terminología confusa.""",2
"""Los trans piden ser tratados de forma especial constantemente.""",2
"""Los trans quieren beneficios que nadie más tiene.""",2
"""Los trans quieren que el mundo se acomode a sus decisiones personales.""",2
"""Los trans se ofenden hasta si usas mal una palabra.""",2
"""Los trans se ofenden por cualquier cosa que no encaje con su visión.""",2
"""Los trans son gente confundida, no deberíamos normalizar eso.""",2
"""Los trans son un experimento raro de la sociedad.""",2
"""Los travestis dan mal ejemplo a los niños.""",1
"""Los travestis deberían ser expulsados del país a patadas.""",1
"""Los travestis no son personas normales.""",1
"""Los travestis no son personas, se les trata como bestias.""",1
"""Los travestis son escoria y deberían desaparecer a golpes.""",1
"""Los travestis son un chiste, les daría una buena tunda por salir así.""",1
"""Los travestis son una aberración de la naturaleza.""",1
"""Los travestis son una enfermedad social.""",1
"""Los viejos solo consumen recursos, mejor si no vivieran tanto.""",1
"""Los viejos ya no sirven para nada, solo gastan pensiones.""",1
"""Marica con voz aguda, marica que solo genera burlas.""",1
"""Marica que camina con pluma, marica que merece burla en la calle.""",1
"""Marica que canta baladas, marica que insulta la música de verdad.""",1
"""Marica que cuida niños, marica que da miedo a los padres.""",1
"""Marica que grita, marica que se lleva tortazo.""",1
"""Marica que pide respeto, marica que nunca lo da.""",1
"""Marica que quiere casarse en la iglesia, marica que no respeta la fe.""",1
"""Marica que se cree líder, marica que arruina el grupo.""",1
"""Marica que se maquilla en el transporte, marica que busca provocar.""",1
"""Marica que se ríe como mujer, marica que necesita un hombre de verdad.""",1
"""Marica que trabaja en peluquería, marica que solo sabe hablar de chismes.""",1
"""Marica que trabaja en salud, marica que incomoda a los pacientes.""",1
"""Maricas como ese corrompen a los niños en la escuela.""",1
"""Maricas como ese hacen que uno quiera vomitar.""",1
"""Maricón que cruza la calle, maricón que desaparece.""",1
"""Maricón que quiere casarse, maricón que se burla del matrimonio.""",1
"""Maricón que respira, maricón que molesta.""",1
"""Maricón que se cree comediante, maricón que da vergüenza ajena.""",1
"""Maricón que se ríe en misa, maricón que debería ser excomulgado.""",1
"""Maricones así merecen que les arranquen los dientes.""",1
"""Maricones como ese merecen una paliza entre todos.""",1
"""Maricones y sarasas, todos al mismo psiquiátrico.""",1
"""Marroncito que hable de igualdad, lo callo a gritos.""",1
"""Marroncito que se cree europeo, marroncito confundido.""",1
"""Marroncitos como ese ensucian nuestra cultura.""",1
"""Marroncitos por aquí, marroncitos por allá. Ya basta.""",1
"""Me anoté a un taller de bordado para principiantes.""",0
"""Me anoté a un taller para aprender a escribir haikus.""",0
"""Me anoté a una clase de yoga para los jueves por la tarde.""",0
"""Me anoté en un curso gratuito de edición de texto digital.""",0
"""Me anoté en un curso online de escritura creativa.""",0
"""Me anoté en un curso para aprender diseño digital desde cero.""",0
"""Me apunté a clases de cerámica los sábados por la mañana.""",0
"""Me apunté a una clase virtual de dibujo para principiantes.""",0
"""Me cago en las feminazis, ojalá recibieran lo que merecen: puñetazos.""",1
"""Me cago en las feministas, las colgaba de los árboles una por una.""",1
